"","ADCYAP1","ADIPOQ","ALX1","ARX","BAGE","BAGE2","BAGE3","BAGE4","BAGE5","BCORP1","BMP7","BTBD17","C14ORF39","C15ORF2","C18ORF61","C21ORF15","CALB2","CARTPT","CBLN4","CCL19","CCL21","CCNYL2","CFHR4","CHRNA4","CLEC4M","CR2","CRABP1","CRH","CSAG1","CSAG2","CSAG3","CTAG2","CXORF49","CXORF49B","CYP11B1","CYP4F24P","DDX3Y","DEFA1","DEFA1B","DLK1","DNAJC5G","EIF1AY","ERCC_00013","ERCC_00014","ERCC_00019","ERCC_00022","ERCC_00025","ERCC_00028","ERCC_00031","ERCC_00034","ERCC_00035","ERCC_00039","ERCC_00040","ERCC_00044","ERCC_00051","ERCC_00053","ERCC_00054","ERCC_00058","ERCC_00059","ERCC_00060","ERCC_00062","ERCC_00067","ERCC_00069","ERCC_00071","ERCC_00076","ERCC_00078","ERCC_00079","ERCC_00084","ERCC_00085","ERCC_00092","ERCC_00095","ERCC_00099","ERCC_00108","ERCC_00112","ERCC_00116","ERCC_00126","ERCC_00131","ERCC_00136","ERCC_00143","ERCC_00144","ERCC_00148","ERCC_00154","ERCC_00157","ERCC_00160","ERCC_00162","ERCC_00163","ERCC_00165","ERCC_00170","EVX2","FBXL21","FDCSP","FERD3L","FLJ41350","FOXD3","GABRA1","GCGR","GSTT1","HBG1","HBG2","HLA-DQA1","HLA-DRB4","HLA-DRB5","HOXC10","HOXD11","HOXD13","HSD3B2","KCNC2","KDM5D","LECT2","LHX9","LINC00221","LOC100129291","LOC100288568","LOC100507073","LOC100507199","LOC100507561","LOC100652893","LOC100653006","LOC348120","LOC400643","LOC441601","LOC90499","MAGEA1","MAGEA10","MAGEA10-MAGEA5","MAGEA11","MAGEA12","MAGEA2","MAGEA2B","MAGEA3","MAGEA4","MAGEA5","MAGEA6","MAGEA9","MAGEA9B","MAGEC1","MAGEC2","MGC39584","MUC15","NCAN","NCRNA00185","NF1P2","NHLH2","NKX6-1","NR5A1","PABPC1L2A","PABPC1L2B","PAGE5","PENK","PLA2G2A","PLA2G2D","PLEKHG4B","PMP2","POU4F2","PPP1R17","PPP1R1A","PRAME","PRKY","PRY","PRY2","PWRN1","RBP4","RMST","RPS4Y1","SERPINA12","SIX6","SLC30A3","SLC5A7","SLC6A11","SST","TERT","TLX3","TMSB4Y","TSIX","TSPY4","TTLL6","TTTY15","TTTY2","TTTY2B","TXLNG2P","UCN3","USP9Y","XAGE1A","XAGE1B","XAGE1C","XAGE1D","XAGE1E","XIST","ZFY","ZFY-AS1"
"SEQC_NB477_BD0C70ACXX_L7_ACAGTG",4.727,-3.689,-6.665,-1.763,-1.552,-0.128,-0.128,-0.128,-0.128,3.156,-1.487,-1.619,-3.689,-3.204,2.333,-4.011,-4.426,0.076,-2.104,5.926,8.058,-1.763,-6.665,-2.689,3.485,5.371,-4.011,-1.256,1.884,2.424,2.424,-0.552,-6.665,-6.665,-4.426,0.859,6.2,1.098,1.098,6.135,-1.104,3.924,4.625,4.139,6.21,11.806,9.585,4.625,4.625,7.432,9.899,6.139,4.139,9.656,6.461,6.987,4.987,5.724,7.947,10.325,7.372,4.139,5.905,9.439,11.203,9.856,10.345,9.235,4.625,9.894,7.309,8.341,11.784,10.222,9.417,4.625,8.139,11.653,6.065,5.518,5.905,5.518,7.518,7.883,8.936,8.26,10.205,4.987,-4.426,-6.665,3.079,-1.552,-6.665,-1.763,-0.841,6.579,4.552,-3.204,-2.311,5.825,-2.841,3.572,-1.256,-3.689,-4.011,-6.665,-5.011,6.518,-6.665,-6.665,-1.763,-2.841,-2.311,2.686,-6.665,-6.665,-6.665,-2.311,-6.665,-4.426,-5.011,-2.841,-0.011,-2.841,-2.104,-6.665,2.055,3.09,2.955,0.237,-6.665,-4.011,2.44,-3.689,-3.689,-3.204,-6.665,-0.841,-4.426,-3.426,2.647,-3.689,-6.665,4.693,-2.104,-6.665,-6.665,-6.665,-3.689,-6.665,3.684,-0.924,-3.689,5.002,-4.426,-3.011,7.577,6.819,1.256,1.256,-1.311,-4.426,-4.426,7.487,-5.011,-6.665,0.364,-4.426,-4.426,1.783,0.633,-0.057,0.513,0.033,-1.619,0.908,5.141,1.465,1.465,5.693,-0.057,6.347,-4.011,-4.011,-4.011,-4.011,-4.011,0.237,4.302,3.902
"SEQC_NB478_BD0C70ACXX_L7_CAGATC",4.779,-2.597,-1.533,0.052,-6.665,-3.735,-3.735,-3.735,-3.735,-0.735,3.078,1.378,0.419,1.443,-0.565,1.093,1.498,4.071,3.172,2.394,2.734,0.093,0.301,-2.887,-3.735,-2.15,1.565,5.802,-6.665,-4.472,-4.472,-6.665,0.862,0.862,4.087,-3.249,6.028,-4.472,-4.472,6.201,-2.887,3.771,3.969,3.484,5.806,11.75,9.244,4.332,4.332,7.447,10.087,5.249,-2.497,9.475,6.969,7.069,5.917,4.862,7.429,10.299,7.312,3.969,6.588,9.296,11.206,9.966,10.116,9.014,4.621,9.883,7.352,8.429,11.822,10.44,9.479,4.332,8.173,11.548,5.862,5.332,6.747,4.332,7.717,7.67,9.045,8.195,10.322,4.862,-6.665,0.776,-6.665,-6.665,-6.665,3.763,0.031,7.248,5.167,-6.665,-3.735,5.152,-3.472,3.751,-0.533,-6.665,-3.735,1.868,2.361,6.306,0.052,-3.249,2.918,-3.472,1.041,-4.472,-6.665,-2.472,0.301,-3.735,-4.472,-4.472,-1.597,-2.887,-6.665,4.641,5.076,-4.057,-6.665,-6.665,-6.665,-3.735,-3.735,2.573,-3.249,-0.735,-0.735,-6.665,-6.665,1.789,2.009,5.53,2.955,-6.665,-0.442,-1.302,0.862,3.316,3.256,-4.472,1.292,-3.249,-1.302,-0.199,4.107,-2.735,4.159,2.233,7.276,5.506,2.601,2.601,4.052,1.451,2.9,6.59,2.532,-6.665,0.498,2.057,2.811,3.741,-1.413,-2.15,0.318,0.789,-2.887,1.932,5.124,0.419,0.419,4.999,3.397,6.129,-6.665,-6.665,-6.665,-6.665,-6.665,0.932,3.453,3.106
"SEQC_NB479_BD0C70ACXX_L7_GATCAG",7.431,-4.162,-6.665,-0.793,0.443,2.073,2.073,2.073,2.073,-6.665,1.883,4.083,2.142,3.684,1.737,-1.577,1.745,0.52,3.287,3.789,4.875,-1.354,-4.162,2.7,-6.665,-2.747,0.761,4.062,-6.665,-4.162,-4.162,-4.162,-1.223,-1.223,-6.665,1.372,-3.747,-6.665,-6.665,0.362,1.086,-6.665,-2.497,4.716,8.051,10.993,9.579,5.344,5.78,7.407,9.683,4.257,2.842,9.205,7.365,7.561,2.842,4.716,6.649,11.074,9.127,4.842,3.579,8.733,10.712,8.765,9.018,8.666,6.115,11.705,9.565,8.188,13.572,9.968,11.952,5.164,10.124,13.594,4.716,7.365,5.257,5.344,7.09,7.344,8.733,6.901,8.95,7.749,3.398,0.557,-6.665,-6.665,-6.665,2.372,-4.747,4.998,3.216,-6.665,-4.162,4.45,3.81,1.745,-2.577,-4.747,1.172,-6.665,2.33,-3.747,0.207,-6.665,1.646,0.501,0.838,1.539,-6.665,-3.747,0.423,-3.162,-4.162,0.628,-0.702,-0.992,-6.665,1.482,1.919,-0.32,-4.162,-3.425,-4.162,-4.162,-6.665,-0.992,-4.162,2.314,2.314,-2.162,-2.162,5.148,1.575,4.289,-6.665,-4.162,3.051,-0.84,-4.162,3.067,3.105,0.713,-2.162,-2.939,-0.461,0.463,3.169,-2.939,5.343,2.099,0.298,-1.046,-6.665,-6.665,3.729,-1.84,2.219,-2.747,5.252,-0.132,2.099,-2.939,2.552,1.529,-2.939,1.219,-6.665,10.485,-6.665,3.675,-4.162,-6.665,-6.665,-3.425,1.048,-3.425,1.265,1.265,1.265,1.265,1.265,10.672,-3.747,-3.747
"SEQC_NB480_BD0C70ACXX_L7_GGCTAC",2.091,-6.665,-6.665,-6.665,5.253,6.35,6.35,6.35,6.35,-2.095,6.372,-3.002,3.382,-6.665,-3.195,-2.832,-1.095,0.208,0.208,-2.195,1.76,4.041,3.879,-2.542,0.627,-1.61,-6.665,-0.792,-4.417,-6.665,-6.665,4.345,0.32,0.32,-6.665,1.347,3.155,-3.002,-3.002,0.168,3.954,0.39,2.808,4.088,7.808,10.753,9.621,4.808,5.46,7.358,9.877,5.46,3.701,9.009,6.067,7.109,4.249,5.13,6.978,10.548,9.009,4.088,4.859,8.97,10.643,8.792,9.181,8.354,6.249,11.761,9.507,7.452,13.639,9.725,11.795,5.908,10.404,13.657,5.493,7.249,6.191,4.859,7.171,6.756,8.739,6.871,9.258,7.769,-3.417,0.265,-4.002,1.514,-6.665,2.178,-5.002,1.424,-5.002,-4.417,-2.542,3.32,3.367,-2.542,-2.002,-3.68,-4.417,-4.417,3.656,3.766,-0.095,-5.002,3.893,2.429,3.867,1.613,-4.417,-3.68,1.064,-2.542,4.59,1.02,1.837,5.548,0.805,5.565,5.983,3.188,-6.665,-2.542,-2.542,-4.417,-0.447,3.26,-1.914,5.669,5.669,4.279,1.545,0.064,2.222,6.028,-1.478,5.6,1.148,4.894,-3.68,-4.417,-4.417,3.158,-4.417,0.458,2.624,4.174,-1.914,-0.221,0.998,3.125,8.086,3.048,-6.665,-6.665,-4.417,-6.665,2.241,3.97,5.581,-1.358,5.695,-6.665,0.998,2.173,-0.247,-0.873,-3.195,0.506,-6.665,0.32,0.302,-6.665,-6.665,2.329,-4.417,2.222,5.578,5.578,5.578,5.578,5.578,0.805,1.02,0.613
"SEQC_NB481_BD0C70ACXX_L8_TTAGGC",0.345,-6.665,-6.665,3.426,-3.825,-3.24,-3.24,-3.24,-3.24,-1.181,2.088,-2.017,5.201,-2.655,-4.24,5.712,-3.503,-4.825,1.924,2.528,5.677,4.752,-0.539,1.515,4.353,3.874,-1.737,-6.665,-4.24,-2.825,-2.825,-6.665,-2.655,-2.655,-6.665,-4.24,5.588,-2.124,-2.124,4.592,5.317,2.775,3.958,4.84,6.032,11.74,9.599,4.234,5.137,7.128,9.383,6.014,3.958,9.433,6.325,7.041,5.234,4.664,7.556,10.487,6.617,4.17,6.032,9.482,11.036,9.753,9.868,8.546,4.755,9.737,7.226,8.638,11.469,10.75,9.838,5.543,8.17,11.684,5.202,4.755,5.688,4.103,7.295,7.991,9.236,7.641,10.079,5.518,1.524,0.89,0.76,-6.665,-0.181,-6.665,-0.07,-1.737,4.286,-2.825,-6.665,2.279,0.93,0.585,-3.503,4.889,4.576,-6.665,-6.665,5.587,0.618,-4.24,4.198,-6.665,4.213,-6.665,-1.825,2.808,-6.665,-3.503,-2.655,1.07,-3.503,0.033,-6.665,-6.665,-2.124,-6.665,-6.665,-6.665,-6.665,-6.665,-0.398,-4.24,-6.665,-2.124,-2.124,-3.017,-6.665,3.755,-3.503,7.802,3.144,-1.124,2.335,-6.665,-6.665,2.779,2.135,-2.503,0.13,-6.665,-0.577,4.988,-6.665,-2.124,-6.665,-4.24,9.199,6.236,-2.655,-2.655,-0.017,0.385,-3.503,6.097,-4.24,-6.665,6.159,-1.24,2.934,-1.365,2.816,4.141,1.91,0.479,-6.665,-6.665,4.289,-6.665,-6.665,5.768,-6.665,5.84,-6.665,-6.665,-6.665,-6.665,-6.665,0.651,3.027,2.515
"SEQC_NB482_BD0C70ACXX_L8_TGACCA",6.562,-2.859,-3.222,0.712,-0.637,0.015,0.015,0.015,0.015,1.284,5.43,-3.222,-3.029,-3.707,-3.222,4.082,-2.859,0.18,2.781,7.187,5.388,-0.82,-0.122,-3.222,-0.859,4.418,-3.707,-2.122,2.604,2.759,2.759,3.807,-1.075,-1.075,-5.029,-4.444,6.126,-4.444,-4.444,-0.672,-1.57,3.498,2.985,4.287,7.985,10.916,9.521,5.287,5.47,7.768,9.756,4.504,3.985,8.892,6.453,7.181,4.778,4.57,6.771,10.558,8.912,4.287,4.032,8.93,10.752,8.715,9.02,8.171,5.961,11.789,9.444,7.733,13.643,9.908,11.886,5.363,10.365,13.683,5.418,7.331,5.819,5.663,7.003,7.106,8.631,6.771,9.228,7.263,-4.029,-3.444,4.203,-0.859,-4.444,-0.052,-4.029,5.546,3.826,-2.444,-2.859,5.539,4.393,6.297,3.835,-0.385,-0.744,-0.57,1.372,6.402,-4.029,-3.444,4.39,-1.57,3.539,-2.329,-6.665,1.902,-1.274,-2.859,-6.665,1.931,-0.007,-0.029,-1.942,0.38,0.925,0.982,3.233,2.979,2.772,-1.859,-6.665,-1.385,0.275,-2.859,-2.859,-0.222,-6.665,2.085,2.94,4.629,3.178,-5.029,1.463,4.177,-3.222,1.311,0.913,-0.672,-3.222,-0.052,6.042,0.699,-1.859,3.344,-1.029,1.548,4.986,6.497,1.89,1.89,-2.329,-4.029,-2.444,7.31,3.885,-6.665,-1.329,-0.744,-4.444,4.069,-0.985,-0.707,2.175,0.238,1.6,-3.707,5.89,1.275,1.275,5.231,-0.942,6.169,-6.665,-6.665,-6.665,-6.665,-6.665,0.494,4.086,3.638
"SEQC_NB483_BD0C70ACXX_L8_ACAGTG",-2.123,-6.665,3.095,6.18,3.516,4.915,4.915,4.915,4.915,-6.665,5.69,-0.869,4.759,2.735,-6.665,-3.016,3.718,-6.665,0.177,-3.016,-4.238,1.071,-1.016,2.494,-4.238,-3.501,5.37,-3.501,-6.665,-6.665,-6.665,-6.665,-6.665,-6.665,-4.823,-6.665,-3.501,-4.238,-4.238,0.731,5.099,-4.238,4.648,5.918,6.205,11.779,9.622,3.731,5.419,7.809,9.527,5.69,3.368,9.662,5.987,6.936,4.648,3.368,7.659,10.622,7.053,4.02,5.846,9.296,11.093,9.708,9.907,8.594,4.146,9.721,7.515,8.509,11.586,10.811,9.872,5.77,8.084,11.694,5.515,4.468,5.69,3.146,7.927,7.7,9.261,7.711,10.138,5.316,-6.665,-3.238,-4.823,-6.665,-6.665,1.891,-2.364,-0.965,-6.665,-4.238,-4.238,-6.665,0.131,-1.3,-3.016,-6.665,-2.653,-4.238,-0.3,-4.823,-3.501,-6.665,4.29,-2.823,3.396,2.831,-6.665,2.077,-1.653,-3.501,-6.665,-6.665,-1.575,-6.665,-6.665,-4.238,-2.123,-6.665,-4.238,-3.016,-3.016,-3.016,-6.665,-6.665,-6.665,-2.364,-2.364,1.165,-4.238,1.62,-6.665,8.216,-6.665,-6.665,6.469,-3.501,-0.779,0.849,0.684,0.035,-0.431,-6.665,-6.665,7.646,-0.917,1.997,-3.501,-1.823,1.676,-1.123,-6.665,-6.665,3.357,-0.397,-1.069,-3.238,-3.016,-6.665,7.005,-2.501,4.088,4.644,-1.653,-2.823,-6.665,9.466,-6.665,-6.665,-6.665,-6.665,-6.665,-4.238,-4.823,-4.238,2.577,2.577,2.577,2.577,2.577,9.624,-4.823,-4.823
"SEQC_NB484_BD0C70ACXX_L8_GCCAAT",6.188,-6.665,-1.896,-6.665,-6.665,-3.481,-3.481,-3.481,-3.481,-6.665,4.448,0.175,4.579,-0.075,-3.481,-1.41,-6.665,-4.218,-1.218,1.306,1.357,4.951,-6.665,3.228,-2.633,-3.218,0.705,-6.665,1.295,2.912,2.912,-6.665,-6.665,-6.665,-2.995,-0.188,-3.481,-3.803,-3.803,-2.995,4.8,-6.665,4.352,5.081,5.995,11.798,9.504,3.588,5.372,7.25,9.666,5.646,3.654,9.466,6.093,7.139,5.281,5.228,7.55,10.478,6.728,3.291,5.89,9.544,11.126,9.793,9.947,8.721,5.185,9.757,7.286,8.317,11.615,10.821,9.84,4.762,8.252,11.632,5.694,4.93,5.605,3.747,7.482,8.046,9.05,7.609,10.25,5.196,2.767,4.314,-3.803,2.151,-4.218,-4.218,-3.481,-2.803,3.621,-6.665,-3.803,2.819,-6.665,4.926,-4.218,-6.665,3.095,-2.343,-4.218,-2.218,3.263,0.285,-2.995,-6.665,0.387,-6.665,-4.218,-0.311,-6.665,-3.803,-0.445,-6.665,-6.665,-3.481,-6.665,-2.995,-2.102,-6.665,1.992,3.487,3.324,2.805,-1.481,-6.665,2.918,-6.665,-6.665,-0.849,-6.665,4.677,-6.665,6.712,-6.665,-0.481,4.274,3.613,-2.343,1.76,1.598,0.607,-6.665,-4.803,-1.715,6.272,-4.218,-2.803,-3.481,-3.481,7.635,-1.995,-6.665,-6.665,0.657,-1.481,-1.159,-2.343,-2.803,-6.665,5.797,-6.665,2.827,-1.481,1.445,1.367,-6.665,9.78,-6.665,-2.995,-4.218,-6.665,-6.665,-3.803,-4.218,-3.803,-0.995,-0.995,-0.995,-0.995,-0.995,9.912,-6.665,-6.665
"SEQC_NB485_BD0C70ACXX_L8_ACTTGA",3.62,0.291,2.91,3.204,2.775,4.119,4.119,4.119,4.119,-6.665,4.994,-2.276,3.09,-4.976,-1.332,1.812,-0.976,-2.517,1.132,6.645,8.935,5.388,-4.391,0.532,6.765,5.223,3.145,-6.665,0.869,1.907,1.907,-6.665,-1.276,-1.276,-4.391,2.9,-4.391,-1.022,-1.022,0.532,4.231,-6.665,4.721,4.998,5.732,11.748,9.511,2.272,5.8,7.479,9.662,5.157,3.095,9.325,5.82,7.168,4.947,4.857,7.619,10.641,7.197,4.353,5.771,9.37,11.179,9.68,9.956,8.619,4.981,9.454,7.138,8.408,11.554,10.704,9.817,5.732,8.279,11.581,5.82,5.514,5.781,2.031,7.491,7.962,9.086,7.363,10.114,5.015,-2.517,4.366,4.02,-1.584,-6.665,-3.654,-0.654,2.799,4.72,0.09,1.3,-3.976,-4.391,3.993,-0.361,3.789,-0.022,-3.654,-0.728,-3.976,3.161,-2.806,2.559,-3.391,2.412,-0.248,-6.665,1.337,-2.517,1.328,-0.584,0.594,1.262,-1.453,-2.654,-4.391,-1.453,-1.728,2.598,3.163,2.978,2.907,-4.391,-3.654,2.653,-3.654,-3.654,-0.55,-0.584,3.245,-6.665,6.617,-6.665,-0.806,3.598,3.325,-2.806,-1.453,-2.517,4.177,-4.391,3.977,1.913,5.135,-3.169,0.639,-4.391,-2.069,8.301,-0.767,-6.665,-6.665,-6.665,-0.691,-6.665,-2.976,-0.422,-6.665,5.51,6.457,2.536,8.062,0.433,-0.619,-6.665,9.763,-6.665,-2.976,-4.391,-6.665,-6.665,-4.391,-3.654,-2.976,-1.654,-1.654,-1.654,-1.654,-1.654,9.927,-6.665,-6.665
"SEQC_NB486_BD0C70ACXX_L8_TAGCTT",4.393,0.224,2.176,-2.545,-3.419,-2.004,-2.004,-2.004,-2.004,-2.834,5.158,-4.419,4.801,-4.419,0.984,0.145,4.398,-6.665,-0.513,-2.419,0.503,5.528,0.565,-1.834,-4.419,-4.419,2.166,-6.665,-6.665,-3.004,-3.004,-4.419,-6.665,-6.665,-6.665,-6.665,5.705,-4.419,-4.419,2.527,4.983,3.659,5.214,5.07,5.776,11.696,9.508,3.992,5.951,7.214,9.505,3.992,3.629,9.41,7.05,6.93,5.214,4.281,7.522,10.637,6.752,3.992,6.345,9.55,11.08,9.689,9.855,8.648,3.629,9.543,7.391,8.57,11.59,10.782,9.683,5.465,8.273,11.639,5.729,5.144,5.951,3.629,7.107,7.451,9.041,7.508,10.144,5.345,4.037,4.583,-4.004,3.306,-1.834,0.04,-6.665,-3.197,3.713,-2.834,-3.419,2.761,3.262,4.142,-0.419,3.948,5.428,-6.665,0.682,5.278,3.896,-4.419,3.304,-3.197,3.288,-1.146,-6.665,1.872,-2.304,-3.197,-2.004,2.267,4.596,-3.197,-6.665,-4.419,-2.682,-2.545,-6.665,-3.682,-4.419,-6.665,-6.665,-4.419,-3.682,-3.682,-3.682,-6.665,-6.665,2.309,-6.665,7.876,3.513,-2.545,4.971,-3.004,-4.419,-0.361,-0.513,0.903,0.405,1.527,-6.665,6.367,-2.004,0.535,-6.665,0.281,8.721,6.618,-2.304,-2.304,-6.665,2.309,-4.419,7.439,-1.682,-6.665,5.917,3.096,3.477,2.636,0.062,-0.795,1.405,0.973,-2.097,-4.004,4.706,-3.197,-3.197,6.229,-2.419,6.021,-6.665,-6.665,-6.665,-6.665,-6.665,1.318,3.489,3.091
"SEQC_NB487_BD0JPPACXX_L1_ATCACG",3.184,-6.665,-6.665,-1.447,-2.534,-1.834,-1.834,-1.834,-1.834,-1.727,6.24,-3.949,5.94,-6.665,-3.212,-2.727,-0.075,1.779,0.488,0.751,1.917,2.521,-2.212,-1.447,-6.665,-2.534,-3.949,-3.949,-6.665,-3.949,-3.949,-6.665,-6.665,-6.665,-6.665,0.247,6.341,-2.364,-2.364,8.322,-1.534,3.795,-2.497,-2.497,8.947,10.878,9.512,5.525,-2.497,7.847,10.031,5.303,-2.497,8.601,7.362,7.672,6.966,4.303,6.888,12.344,9.773,5.525,5.04,8.39,11.643,8.499,10.432,8.695,5.04,11.92,7.672,9.161,14.605,9.127,11.003,5.04,10.325,13.014,6.177,8.003,7.847,6.418,6.418,8.303,9.376,7.576,9.512,7.927,-6.665,1.361,-3.949,2.234,-6.665,-0.364,-0.834,0.081,4.278,-1.627,-0.779,3.633,2.005,-3.534,0.373,-3.949,-6.665,-3.212,-1.834,5.773,0.324,-1.627,-1.834,-6.665,-3.949,1.595,-6.665,0.806,-6.665,-0.779,-4.534,2.117,-6.665,-2.364,-6.665,-6.665,-2.364,-2.949,-6.665,-1.534,-1.627,-6.665,-6.665,-6.665,-3.949,-4.534,-4.534,-3.949,-6.665,-1.447,-1.834,4.315,3.336,-3.949,0.77,3.606,-0.042,-3.949,-3.949,0.166,-3.949,-6.665,-2.727,4.491,-2.364,5.443,-6.665,-0.727,5.881,6.676,-0.534,-0.534,-3.212,-4.534,-3.949,6.845,-0.627,-0.834,1.208,1.361,0.675,2.675,-2.727,2.16,1.153,0.081,-3.212,-6.665,5.156,-2.364,-2.364,5.671,-0.727,6.798,-6.665,-6.665,-6.665,-6.665,-6.665,0.616,4.666,4.383
"SEQC_NB488_BD0JPPACXX_L1_TTAGGC",3.753,-6.665,-3.891,2.286,-2.306,-1.084,-1.084,-1.084,-1.084,-6.665,4.328,-3.154,-2.891,-1.775,-1.084,-3.476,-2.669,5.483,1.984,3.846,4.122,3.664,-3.154,-3.476,-2.891,-0.952,-1.775,2.895,-0.952,-4.476,-4.476,-6.665,-3.891,-3.891,1.899,0.109,-3.891,5.155,5.155,8.155,-1.084,-3.154,3.658,5.533,8.919,10.717,9.604,5.533,-2.497,8.095,10.223,4.073,-2.497,8.658,7.628,8.482,6.161,-2.497,6.931,12.577,9.968,-2.497,4.395,8.283,11.516,8.893,10.444,8.413,5.98,11.876,7.906,9.084,14.374,9.549,10.98,5.533,9.787,13.405,5.243,7.801,7.027,5.533,5.774,7.565,9.273,8.073,9.128,7.628,-3.891,-6.665,1.579,-0.775,-6.665,-1.775,0.546,6.263,3.83,5.74,6.882,-2.891,5.202,-6.665,0.382,-6.665,-6.665,0.674,4.172,-6.665,-6.665,-2.891,0.612,-6.665,-1.775,-6.665,-3.891,-0.775,1.407,6.882,-2.669,2.988,-6.665,-3.154,-6.665,-3.891,-2.891,-2.306,-3.154,-6.665,-6.665,-6.665,-3.891,-4.476,-6.665,-2.476,-2.476,-4.476,-6.665,-2.306,-3.154,1.305,-6.665,-6.665,-3.476,2.292,0.279,-6.665,-3.891,-2.669,-6.665,-2.669,4.094,3.982,-2.306,3.552,-2.016,2.967,5.912,-1.084,-6.665,-6.665,-1.388,-6.665,-3.154,-4.476,2.86,-6.665,3.032,2.124,-6.665,4.459,-3.891,0.431,-6.665,6.11,-6.665,-4.476,-6.665,-6.665,-6.665,-3.891,0.252,-3.891,-6.665,-6.665,-6.665,-6.665,-6.665,6.445,-6.665,-6.665
"SEQC_NB489_BD0JPPACXX_L1_ACAGTG",4.844,-6.665,-6.665,0.541,-3.159,-2.159,-2.159,-2.159,-2.159,-6.665,6.557,-0.072,5.636,-6.665,-3.423,-1.744,-4.744,-1.838,2.38,-3.744,-3.423,7.107,-1.423,2.126,-6.665,-4.744,-0.318,-4.159,-2.423,-2.423,-2.423,-4.744,-6.665,-6.665,-2.937,-0.7,-4.159,-4.159,-4.159,4.5,4.296,-6.665,-2.497,-2.497,9.231,11.1,9.871,-2.497,6.127,7.892,10.264,-2.497,-2.497,9.505,6.127,8.849,7.505,-2.497,6.127,12.305,9.56,5.39,-2.497,8.849,11.58,8.663,10.375,8.505,6.975,12.039,8.449,9.014,14.477,9.995,11.36,6.127,10.072,13.47,6.612,7.712,7.264,6.612,6.127,8.053,9.297,8.329,9.36,6.612,-4.159,1.613,-6.665,-6.665,2.855,-4.159,-2.575,0.21,3.445,-2.159,-1.497,-3.159,3.21,-3.159,-6.665,-4.159,-4.159,-6.665,-4.744,-4.159,-0.838,-4.159,4.289,-6.665,3.463,0.114,2.703,3.207,-6.665,-1.497,-2.575,-6.665,-6.665,-2.285,-6.665,-4.744,-2.744,-3.423,-0.886,-0.072,-0.575,-0.459,3.721,-4.159,0.063,-3.423,-3.423,1.963,0.037,1.037,-2.423,7.674,-6.665,-2.744,4.55,-1.423,-3.423,0.983,0.522,-0.838,-2.937,-6.665,-2.937,5.565,-4.159,-2.285,-6.665,-6.665,8.132,-0.459,-6.665,-6.665,-3.159,-0.657,-2.044,-4.159,-3.159,-6.665,5.997,-6.665,4.053,2.747,3.066,2.445,-6.665,10.395,-6.665,-6.665,-6.665,-6.665,-6.665,-3.423,-6.665,-3.423,-1.044,-1.044,-1.044,-1.044,-1.044,10.838,-4.159,-6.665
"SEQC_NB490_BD0JPPACXX_L1_CAGATC",-2.297,-6.665,2.125,-3.145,-4.467,-2.467,-2.467,-2.467,-2.467,-6.665,6.548,-3.145,3.921,-6.665,0.366,-1.297,-6.665,4.091,-1.008,-2.145,-0.767,5.431,-1.56,0.288,-6.665,-0.075,0.742,-2.467,-6.665,-6.665,-6.665,0.391,-6.665,-6.665,-3.882,-0.823,-4.467,1.577,1.577,11.162,3.216,-6.665,5.491,-2.497,8.465,10.849,10.015,5.006,5.854,7.728,10.151,4.269,-2.497,8.465,7.439,8.614,7.269,4.269,6.143,12.272,9.922,-2.497,-2.497,8.614,11.374,8.684,10.391,8.684,6.932,11.898,8.006,9.059,14.421,10.024,10.964,5.854,9.833,13.581,6.143,8.143,7.439,5.491,5.491,7.638,9.093,8.75,9.638,6.932,-1.008,-3.882,-6.665,-4.467,-6.665,-6.665,-4.467,1.44,3.184,-2.297,-2.882,3.481,2.713,4.979,-2.008,-2.145,3.076,-0.767,-1.219,-6.665,-3.882,3.295,3.177,-6.665,3.278,-2.882,-6.665,0.416,-6.665,-2.882,-3.882,-6.665,-4.467,-6.665,-6.665,-6.665,-3.882,2.895,-3.882,-6.665,-6.665,-6.665,-6.665,-6.665,-6.665,3.923,3.923,-6.665,-6.665,-3.882,-2.66,6.846,-6.665,-6.665,1.882,0.288,-2.008,-3.145,-6.665,-4.467,-4.467,-2.66,-2.297,5.789,-6.665,4.261,-1.767,-6.665,2.662,0.233,-6.665,-6.665,-3.882,-4.467,-6.665,-2.882,0.366,-6.665,5.986,-2.297,3.647,2.647,0.703,0.555,-6.665,8.948,-6.665,-6.665,-6.665,-6.665,-6.665,-3.467,-1.56,-3.882,-3.145,-3.145,-3.145,-3.145,-3.145,9.292,-6.665,-6.665
